pair,a,b
CMIN3-GOAU4,CMIN3,GOAU4
CMIN3-HYPE3,CMIN3,HYPE3
CMIN3-IGTI11,CMIN3,IGTI11
CMIN3-ISAE4,CMIN3,ISAE4
CMIN3-ITSA4,CMIN3,ITSA4
CMIN3-ITUB4,CMIN3,ITUB4
CMIN3-KLBN11,CMIN3,KLBN11
CMIN3-LREN3,CMIN3,LREN3
CMIN3-MOTV3,CMIN3,MOTV3
CMIN3-MRFG3,CMIN3,MRFG3
CMIN3-MRVE3,CMIN3,MRVE3
CMIN3-MULT3,CMIN3,MULT3
CMIN3-NATU3,CMIN3,NATU3
CMIN3-PETR3,CMIN3,PETR3
CMIN3-PETR4,CMIN3,PETR4
CMIN3-PETZ3,CMIN3,PETZ3
CMIN3-POMO4,CMIN3,POMO4
CMIN3-PRIO3,CMIN3,PRIO3
CMIN3-PSSA3,CMIN3,PSSA3
CMIN3-RADL3,CMIN3,RADL3
CMIN3-RAIL3,CMIN3,RAIL3
CMIN3-RAIZ4,CMIN3,RAIZ4
CMIN3-RDOR3,CMIN3,RDOR3
CMIN3-RECV3,CMIN3,RECV3
CMIN3-RENT3,CMIN3,RENT3
CMIN3-SANB11,CMIN3,SANB11
CMIN3-SBSP3,CMIN3,SBSP3
CMIN3-SLCE3,CMIN3,SLCE3
CMIN3-SMFT3,CMIN3,SMFT3
CMIN3-SMTO3,CMIN3,SMTO3
CMIN3-STBP3,CMIN3,STBP3
CMIN3-TAEE11,CMIN3,TAEE11
CMIN3-TIMS3,CMIN3,TIMS3
CMIN3-TOTS3,CMIN3,TOTS3
CMIN3-UGPA3,CMIN3,UGPA3
CMIN3-USIM5,CMIN3,USIM5
CMIN3-VALE3,CMIN3,VALE3
CMIN3-VAMO3,CMIN3,VAMO3
CMIN3-VIVA3,CMIN3,VIVA3
CMIN3-VIVT3,CMIN3,VIVT3
CMIN3-WEGE3,CMIN3,WEGE3
CMIN3-YDUQ3,CMIN3,YDUQ3
COGN3-CPFE3,COGN3,CPFE3
COGN3-CPLE6,COGN3,CPLE6
COGN3-CSAN3,COGN3,CSAN3
COGN3-CSNA3,COGN3,CSNA3
COGN3-CVCB3,COGN3,CVCB3
COGN3-CXSE3,COGN3,CXSE3
COGN3-CYRE3,COGN3,CYRE3
COGN3-DIRR3,COGN3,DIRR3
COGN3-EGIE3,COGN3,EGIE3
COGN3-ELET3,COGN3,ELET3
COGN3-ELET6,COGN3,ELET6
COGN3-EMBR3,COGN3,EMBR3
COGN3-ENEV3,COGN3,ENEV3
COGN3-ENGI11,COGN3,ENGI11
COGN3-EQTL3,COGN3,EQTL3
COGN3-FLRY3,COGN3,FLRY3
COGN3-GGBR4,COGN3,GGBR4
COGN3-GOAU4,COGN3,GOAU4
COGN3-HYPE3,COGN3,HYPE3
COGN3-IGTI11,COGN3,IGTI11
COGN3-ISAE4,COGN3,ISAE4
COGN3-ITSA4,COGN3,ITSA4
COGN3-ITUB4,COGN3,ITUB4
COGN3-KLBN11,COGN3,KLBN11
COGN3-LREN3,COGN3,LREN3
COGN3-MOTV3,COGN3,MOTV3
COGN3-MRFG3,COGN3,MRFG3
COGN3-MRVE3,COGN3,MRVE3
COGN3-MULT3,COGN3,MULT3
COGN3-NATU3,COGN3,NATU3
COGN3-PETR3,COGN3,PETR3
COGN3-PETR4,COGN3,PETR4
COGN3-PETZ3,COGN3,PETZ3
COGN3-POMO4,COGN3,POMO4
COGN3-PRIO3,COGN3,PRIO3
COGN3-PSSA3,COGN3,PSSA3
COGN3-RADL3,COGN3,RADL3
COGN3-RAIL3,COGN3,RAIL3
COGN3-RAIZ4,COGN3,RAIZ4
COGN3-RDOR3,COGN3,RDOR3
COGN3-RECV3,COGN3,RECV3
COGN3-RENT3,COGN3,RENT3
COGN3-SANB11,COGN3,SANB11
COGN3-SBSP3,COGN3,SBSP3
COGN3-SLCE3,COGN3,SLCE3
COGN3-SMFT3,COGN3,SMFT3
COGN3-SMTO3,COGN3,SMTO3
COGN3-STBP3,COGN3,STBP3
COGN3-TAEE11,COGN3,TAEE11
COGN3-TIMS3,COGN3,TIMS3
COGN3-TOTS3,COGN3,TOTS3
COGN3-UGPA3,COGN3,UGPA3
COGN3-USIM5,COGN3,USIM5
COGN3-VALE3,COGN3,VALE3
COGN3-VAMO3,COGN3,VAMO3
COGN3-VIVA3,COGN3,VIVA3
COGN3-VIVT3,COGN3,VIVT3
COGN3-WEGE3,COGN3,WEGE3
COGN3-YDUQ3,COGN3,YDUQ3
CPFE3-CPLE6,CPFE3,CPLE6
CPFE3-CSAN3,CPFE3,CSAN3
CPFE3-CSNA3,CPFE3,CSNA3
CPFE3-CVCB3,CPFE3,CVCB3
CPFE3-CXSE3,CPFE3,CXSE3
CPFE3-CYRE3,CPFE3,CYRE3
CPFE3-DIRR3,CPFE3,DIRR3
CPFE3-EGIE3,CPFE3,EGIE3
CPFE3-ELET3,CPFE3,ELET3
CPFE3-ELET6,CPFE3,ELET6
CPFE3-EMBR3,CPFE3,EMBR3
CPFE3-ENEV3,CPFE3,ENEV3
CPFE3-ENGI11,CPFE3,ENGI11
CPFE3-EQTL3,CPFE3,EQTL3
CPFE3-FLRY3,CPFE3,FLRY3
CPFE3-GGBR4,CPFE3,GGBR4
CPFE3-GOAU4,CPFE3,GOAU4
CPFE3-HYPE3,CPFE3,HYPE3
CPFE3-IGTI11,CPFE3,IGTI11
CPFE3-ISAE4,CPFE3,ISAE4
CPFE3-ITSA4,CPFE3,ITSA4
CPFE3-ITUB4,CPFE3,ITUB4
CPFE3-KLBN11,CPFE3,KLBN11
CPFE3-LREN3,CPFE3,LREN3
CPFE3-MOTV3,CPFE3,MOTV3
CPFE3-MRFG3,CPFE3,MRFG3
CPFE3-MRVE3,CPFE3,MRVE3
CPFE3-MULT3,CPFE3,MULT3
CPFE3-NATU3,CPFE3,NATU3
CPFE3-PETR3,CPFE3,PETR3
CPFE3-PETR4,CPFE3,PETR4
CPFE3-PETZ3,CPFE3,PETZ3
CPFE3-POMO4,CPFE3,POMO4
CPFE3-PRIO3,CPFE3,PRIO3
CPFE3-PSSA3,CPFE3,PSSA3
CPFE3-RADL3,CPFE3,RADL3
CPFE3-RAIL3,CPFE3,RAIL3
CPFE3-RAIZ4,CPFE3,RAIZ4
CPFE3-RDOR3,CPFE3,RDOR3
CPFE3-RECV3,CPFE3,RECV3
CPFE3-RENT3,CPFE3,RENT3
CPFE3-SANB11,CPFE3,SANB11
CPFE3-SBSP3,CPFE3,SBSP3
CPFE3-SLCE3,CPFE3,SLCE3
CPFE3-SMFT3,CPFE3,SMFT3
CPFE3-SMTO3,CPFE3,SMTO3
CPFE3-STBP3,CPFE3,STBP3
CPFE3-TAEE11,CPFE3,TAEE11
CPFE3-TIMS3,CPFE3,TIMS3
CPFE3-TOTS3,CPFE3,TOTS3
CPFE3-UGPA3,CPFE3,UGPA3
CPFE3-USIM5,CPFE3,USIM5
CPFE3-VALE3,CPFE3,VALE3
CPFE3-VAMO3,CPFE3,VAMO3
CPFE3-VIVA3,CPFE3,VIVA3
CPFE3-VIVT3,CPFE3,VIVT3
CPFE3-WEGE3,CPFE3,WEGE3
CPFE3-YDUQ3,CPFE3,YDUQ3
CPLE6-CSAN3,CPLE6,CSAN3
CPLE6-CSNA3,CPLE6,CSNA3
CPLE6-CVCB3,CPLE6,CVCB3
CPLE6-CXSE3,CPLE6,CXSE3
CPLE6-CYRE3,CPLE6,CYRE3
CPLE6-DIRR3,CPLE6,DIRR3
CPLE6-EGIE3,CPLE6,EGIE3
CPLE6-ELET3,CPLE6,ELET3
CPLE6-ELET6,CPLE6,ELET6
CPLE6-EMBR3,CPLE6,EMBR3
CPLE6-ENEV3,CPLE6,ENEV3
CPLE6-ENGI11,CPLE6,ENGI11
CPLE6-EQTL3,CPLE6,EQTL3
CPLE6-FLRY3,CPLE6,FLRY3
CPLE6-GGBR4,CPLE6,GGBR4
CPLE6-GOAU4,CPLE6,GOAU4
CPLE6-HYPE3,CPLE6,HYPE3
CPLE6-IGTI11,CPLE6,IGTI11
CPLE6-ISAE4,CPLE6,ISAE4
CPLE6-ITSA4,CPLE6,ITSA4
CPLE6-ITUB4,CPLE6,ITUB4
CPLE6-KLBN11,CPLE6,KLBN11
CPLE6-LREN3,CPLE6,LREN3
CPLE6-MOTV3,CPLE6,MOTV3
CPLE6-MRFG3,CPLE6,MRFG3
CPLE6-MRVE3,CPLE6,MRVE3
CPLE6-MULT3,CPLE6,MULT3
CPLE6-NATU3,CPLE6,NATU3
CPLE6-PETR3,CPLE6,PETR3
CPLE6-PETR4,CPLE6,PETR4
CPLE6-PETZ3,CPLE6,PETZ3
CPLE6-POMO4,CPLE6,POMO4
CPLE6-PRIO3,CPLE6,PRIO3
CPLE6-PSSA3,CPLE6,PSSA3
CPLE6-RADL3,CPLE6,RADL3
CPLE6-RAIL3,CPLE6,RAIL3
CPLE6-RAIZ4,CPLE6,RAIZ4
CPLE6-RDOR3,CPLE6,RDOR3
CPLE6-RECV3,CPLE6,RECV3
CPLE6-RENT3,CPLE6,RENT3
CPLE6-SANB11,CPLE6,SANB11
CPLE6-SBSP3,CPLE6,SBSP3
CPLE6-SLCE3,CPLE6,SLCE3
CPLE6-SMFT3,CPLE6,SMFT3
CPLE6-SMTO3,CPLE6,SMTO3
CPLE6-STBP3,CPLE6,STBP3
CPLE6-TAEE11,CPLE6,TAEE11
CPLE6-TIMS3,CPLE6,TIMS3
CPLE6-TOTS3,CPLE6,TOTS3
CPLE6-UGPA3,CPLE6,UGPA3
CPLE6-USIM5,CPLE6,USIM5
CPLE6-VALE3,CPLE6,VALE3
CPLE6-VAMO3,CPLE6,VAMO3
CPLE6-VIVA3,CPLE6,VIVA3
CPLE6-VIVT3,CPLE6,VIVT3
CPLE6-WEGE3,CPLE6,WEGE3
CPLE6-YDUQ3,CPLE6,YDUQ3
CSAN3-CSNA3,CSAN3,CSNA3
CSAN3-CVCB3,CSAN3,CVCB3
CSAN3-CXSE3,CSAN3,CXSE3
CSAN3-CYRE3,CSAN3,CYRE3
CSAN3-DIRR3,CSAN3,DIRR3
CSAN3-EGIE3,CSAN3,EGIE3
CSAN3-ELET3,CSAN3,ELET3
CSAN3-ELET6,CSAN3,ELET6
CSAN3-EMBR3,CSAN3,EMBR3
CSAN3-ENEV3,CSAN3,ENEV3
CSAN3-ENGI11,CSAN3,ENGI11
CSAN3-EQTL3,CSAN3,EQTL3
CSAN3-FLRY3,CSAN3,FLRY3
CSAN3-GGBR4,CSAN3,GGBR4
CSAN3-GOAU4,CSAN3,GOAU4
CSAN3-HYPE3,CSAN3,HYPE3
CSAN3-IGTI11,CSAN3,IGTI11
CSAN3-ISAE4,CSAN3,ISAE4
CSAN3-ITSA4,CSAN3,ITSA4
CSAN3-ITUB4,CSAN3,ITUB4
CSAN3-KLBN11,CSAN3,KLBN11
CSAN3-LREN3,CSAN3,LREN3
CSAN3-MOTV3,CSAN3,MOTV3
CSAN3-MRFG3,CSAN3,MRFG3
CSAN3-MRVE3,CSAN3,MRVE3
CSAN3-MULT3,CSAN3,MULT3
CSAN3-NATU3,CSAN3,NATU3
CSAN3-PETR3,CSAN3,PETR3
CSAN3-PETR4,CSAN3,PETR4
CSAN3-PETZ3,CSAN3,PETZ3
CSAN3-POMO4,CSAN3,POMO4
CSAN3-PRIO3,CSAN3,PRIO3
CSAN3-PSSA3,CSAN3,PSSA3
CSAN3-RADL3,CSAN3,RADL3
CSAN3-RAIL3,CSAN3,RAIL3
CSAN3-RAIZ4,CSAN3,RAIZ4
CSAN3-RDOR3,CSAN3,RDOR3
CSAN3-RECV3,CSAN3,RECV3
CSAN3-RENT3,CSAN3,RENT3
CSAN3-SANB11,CSAN3,SANB11
CSAN3-SBSP3,CSAN3,SBSP3
CSAN3-SLCE3,CSAN3,SLCE3
CSAN3-SMFT3,CSAN3,SMFT3
CSAN3-SMTO3,CSAN3,SMTO3
CSAN3-STBP3,CSAN3,STBP3
CSAN3-TAEE11,CSAN3,TAEE11
CSAN3-TIMS3,CSAN3,TIMS3
CSAN3-TOTS3,CSAN3,TOTS3
CSAN3-UGPA3,CSAN3,UGPA3
CSAN3-USIM5,CSAN3,USIM5
CSAN3-VALE3,CSAN3,VALE3
CSAN3-VAMO3,CSAN3,VAMO3
CSAN3-VIVA3,CSAN3,VIVA3
CSAN3-VIVT3,CSAN3,VIVT3
CSAN3-WEGE3,CSAN3,WEGE3
CSAN3-YDUQ3,CSAN3,YDUQ3
CSNA3-CVCB3,CSNA3,CVCB3
CSNA3-CXSE3,CSNA3,CXSE3
CSNA3-CYRE3,CSNA3,CYRE3
CSNA3-DIRR3,CSNA3,DIRR3
CSNA3-EGIE3,CSNA3,EGIE3
CSNA3-ELET3,CSNA3,ELET3
CSNA3-ELET6,CSNA3,ELET6
CSNA3-EMBR3,CSNA3,EMBR3
CSNA3-ENEV3,CSNA3,ENEV3
CSNA3-ENGI11,CSNA3,ENGI11
CSNA3-EQTL3,CSNA3,EQTL3
CSNA3-FLRY3,CSNA3,FLRY3
CSNA3-GGBR4,CSNA3,GGBR4
CSNA3-GOAU4,CSNA3,GOAU4
CSNA3-HYPE3,CSNA3,HYPE3
CSNA3-IGTI11,CSNA3,IGTI11
CSNA3-ISAE4,CSNA3,ISAE4
CSNA3-ITSA4,CSNA3,ITSA4
CSNA3-ITUB4,CSNA3,ITUB4
CSNA3-KLBN11,CSNA3,KLBN11
CSNA3-LREN3,CSNA3,LREN3
CSNA3-MOTV3,CSNA3,MOTV3
CSNA3-MRFG3,CSNA3,MRFG3
CSNA3-MRVE3,CSNA3,MRVE3
CSNA3-MULT3,CSNA3,MULT3
CSNA3-NATU3,CSNA3,NATU3
CSNA3-PETR3,CSNA3,PETR3
CSNA3-PETR4,CSNA3,PETR4
CSNA3-PETZ3,CSNA3,PETZ3
CSNA3-POMO4,CSNA3,POMO4
CSNA3-PRIO3,CSNA3,PRIO3
CSNA3-PSSA3,CSNA3,PSSA3
CSNA3-RADL3,CSNA3,RADL3
CSNA3-RAIL3,CSNA3,RAIL3
CSNA3-RAIZ4,CSNA3,RAIZ4
CSNA3-RDOR3,CSNA3,RDOR3
CSNA3-RECV3,CSNA3,RECV3
CSNA3-RENT3,CSNA3,RENT3
CSNA3-SANB11,CSNA3,SANB11
CSNA3-SBSP3,CSNA3,SBSP3
CSNA3-SLCE3,CSNA3,SLCE3
CSNA3-SMFT3,CSNA3,SMFT3
CSNA3-SMTO3,CSNA3,SMTO3
CSNA3-STBP3,CSNA3,STBP3
CSNA3-TAEE11,CSNA3,TAEE11
CSNA3-TIMS3,CSNA3,TIMS3
CSNA3-TOTS3,CSNA3,TOTS3
CSNA3-UGPA3,CSNA3,UGPA3
CSNA3-USIM5,CSNA3,USIM5
CSNA3-VALE3,CSNA3,VALE3
CSNA3-VAMO3,CSNA3,VAMO3
CSNA3-VIVA3,CSNA3,VIVA3
CSNA3-VIVT3,CSNA3,VIVT3
CSNA3-WEGE3,CSNA3,WEGE3
CSNA3-YDUQ3,CSNA3,YDUQ3
CVCB3-CXSE3,CVCB3,CXSE3
CVCB3-CYRE3,CVCB3,CYRE3
CVCB3-DIRR3,CVCB3,DIRR3
CVCB3-EGIE3,CVCB3,EGIE3
CVCB3-ELET3,CVCB3,ELET3
CVCB3-ELET6,CVCB3,ELET6
CVCB3-EMBR3,CVCB3,EMBR3
CVCB3-ENEV3,CVCB3,ENEV3
CVCB3-ENGI11,CVCB3,ENGI11
CVCB3-EQTL3,CVCB3,EQTL3
CVCB3-FLRY3,CVCB3,FLRY3
CVCB3-GGBR4,CVCB3,GGBR4
CVCB3-GOAU4,CVCB3,GOAU4
CVCB3-HYPE3,CVCB3,HYPE3
CVCB3-IGTI11,CVCB3,IGTI11
CVCB3-ISAE4,CVCB3,ISAE4
CVCB3-ITSA4,CVCB3,ITSA4
CVCB3-ITUB4,CVCB3,ITUB4
CVCB3-KLBN11,CVCB3,KLBN11
CVCB3-LREN3,CVCB3,LREN3
CVCB3-MOTV3,CVCB3,MOTV3
CVCB3-MRFG3,CVCB3,MRFG3
CVCB3-MRVE3,CVCB3,MRVE3
CVCB3-MULT3,CVCB3,MULT3
CVCB3-NATU3,CVCB3,NATU3
CVCB3-PETR3,CVCB3,PETR3
CVCB3-PETR4,CVCB3,PETR4
CVCB3-PETZ3,CVCB3,PETZ3
CVCB3-POMO4,CVCB3,POMO4
CVCB3-PRIO3,CVCB3,PRIO3
CVCB3-PSSA3,CVCB3,PSSA3
CVCB3-RADL3,CVCB3,RADL3
CVCB3-RAIL3,CVCB3,RAIL3
CVCB3-RAIZ4,CVCB3,RAIZ4
CVCB3-RDOR3,CVCB3,RDOR3
CVCB3-RECV3,CVCB3,RECV3
CVCB3-RENT3,CVCB3,RENT3
CVCB3-SANB11,CVCB3,SANB11
CVCB3-SBSP3,CVCB3,SBSP3
CVCB3-SLCE3,CVCB3,SLCE3
CVCB3-SMFT3,CVCB3,SMFT3
CVCB3-SMTO3,CVCB3,SMTO3
CVCB3-STBP3,CVCB3,STBP3
CVCB3-TAEE11,CVCB3,TAEE11
CVCB3-TIMS3,CVCB3,TIMS3
CVCB3-TOTS3,CVCB3,TOTS3
CVCB3-UGPA3,CVCB3,UGPA3
CVCB3-USIM5,CVCB3,USIM5
CVCB3-VALE3,CVCB3,VALE3
CVCB3-VAMO3,CVCB3,VAMO3
CVCB3-VIVA3,CVCB3,VIVA3
CVCB3-VIVT3,CVCB3,VIVT3
CVCB3-WEGE3,CVCB3,WEGE3
CVCB3-YDUQ3,CVCB3,YDUQ3
CXSE3-CYRE3,CXSE3,CYRE3
CXSE3-DIRR3,CXSE3,DIRR3
CXSE3-EGIE3,CXSE3,EGIE3
CXSE3-ELET3,CXSE3,ELET3
CXSE3-ELET6,CXSE3,ELET6
CXSE3-EMBR3,CXSE3,EMBR3
CXSE3-ENEV3,CXSE3,ENEV3
CXSE3-ENGI11,CXSE3,ENGI11
CXSE3-EQTL3,CXSE3,EQTL3
CXSE3-FLRY3,CXSE3,FLRY3
CXSE3-GGBR4,CXSE3,GGBR4
CXSE3-GOAU4,CXSE3,GOAU4
CXSE3-HYPE3,CXSE3,HYPE3
CXSE3-IGTI11,CXSE3,IGTI11
CXSE3-ISAE4,CXSE3,ISAE4
CXSE3-ITSA4,CXSE3,ITSA4
CXSE3-ITUB4,CXSE3,ITUB4
CXSE3-KLBN11,CXSE3,KLBN11
CXSE3-LREN3,CXSE3,LREN3
CXSE3-MOTV3,CXSE3,MOTV3
CXSE3-MRFG3,CXSE3,MRFG3
CXSE3-MRVE3,CXSE3,MRVE3
CXSE3-MULT3,CXSE3,MULT3
CXSE3-NATU3,CXSE3,NATU3
CXSE3-PETR3,CXSE3,PETR3
CXSE3-PETR4,CXSE3,PETR4
CXSE3-PETZ3,CXSE3,PETZ3
CXSE3-POMO4,CXSE3,POMO4
CXSE3-PRIO3,CXSE3,PRIO3
CXSE3-PSSA3,CXSE3,PSSA3
CXSE3-RADL3,CXSE3,RADL3
CXSE3-RAIL3,CXSE3,RAIL3
CXSE3-RAIZ4,CXSE3,RAIZ4
CXSE3-RDOR3,CXSE3,RDOR3
CXSE3-RECV3,CXSE3,RECV3
CXSE3-RENT3,CXSE3,RENT3
CXSE3-SANB11,CXSE3,SANB11
CXSE3-SBSP3,CXSE3,SBSP3
CXSE3-SLCE3,CXSE3,SLCE3
CXSE3-SMFT3,CXSE3,SMFT3
CXSE3-SMTO3,CXSE3,SMTO3
CXSE3-STBP3,CXSE3,STBP3
CXSE3-TAEE11,CXSE3,TAEE11
CXSE3-TIMS3,CXSE3,TIMS3
CXSE3-TOTS3,CXSE3,TOTS3
CXSE3-UGPA3,CXSE3,UGPA3
CXSE3-USIM5,CXSE3,USIM5
CXSE3-VALE3,CXSE3,VALE3
CXSE3-VAMO3,CXSE3,VAMO3
CXSE3-VIVA3,CXSE3,VIVA3
CXSE3-VIVT3,CXSE3,VIVT3
CXSE3-WEGE3,CXSE3,WEGE3
CXSE3-YDUQ3,CXSE3,YDUQ3
CYRE3-DIRR3,CYRE3,DIRR3
CYRE3-EGIE3,CYRE3,EGIE3
CYRE3-ELET3,CYRE3,ELET3
CYRE3-ELET6,CYRE3,ELET6
CYRE3-EMBR3,CYRE3,EMBR3
CYRE3-ENEV3,CYRE3,ENEV3
CYRE3-ENGI11,CYRE3,ENGI11
CYRE3-EQTL3,CYRE3,EQTL3
CYRE3-FLRY3,CYRE3,FLRY3
CYRE3-GGBR4,CYRE3,GGBR4
CYRE3-GOAU4,CYRE3,GOAU4
CYRE3-HYPE3,CYRE3,HYPE3
CYRE3-IGTI11,CYRE3,IGTI11
CYRE3-ISAE4,CYRE3,ISAE4
CYRE3-ITSA4,CYRE3,ITSA4
CYRE3-ITUB4,CYRE3,ITUB4
CYRE3-KLBN11,CYRE3,KLBN11
CYRE3-LREN3,CYRE3,LREN3
CYRE3-MOTV3,CYRE3,MOTV3
CYRE3-MRFG3,CYRE3,MRFG3
CYRE3-MRVE3,CYRE3,MRVE3
CYRE3-MULT3,CYRE3,MULT3
CYRE3-NATU3,CYRE3,NATU3
CYRE3-PETR3,CYRE3,PETR3
CYRE3-PETR4,CYRE3,PETR4
CYRE3-PETZ3,CYRE3,PETZ3
CYRE3-POMO4,CYRE3,POMO4
CYRE3-PRIO3,CYRE3,PRIO3
CYRE3-PSSA3,CYRE3,PSSA3
CYRE3-RADL3,CYRE3,RADL3
CYRE3-RAIL3,CYRE3,RAIL3
CYRE3-RAIZ4,CYRE3,RAIZ4
CYRE3-RDOR3,CYRE3,RDOR3
CYRE3-RECV3,CYRE3,RECV3
CYRE3-RENT3,CYRE3,RENT3
CYRE3-SANB11,CYRE3,SANB11
CYRE3-SBSP3,CYRE3,SBSP3
CYRE3-SLCE3,CYRE3,SLCE3
CYRE3-SMFT3,CYRE3,SMFT3
CYRE3-SMTO3,CYRE3,SMTO3
CYRE3-STBP3,CYRE3,STBP3
CYRE3-TAEE11,CYRE3,TAEE11
CYRE3-TIMS3,CYRE3,TIMS3
CYRE3-TOTS3,CYRE3,TOTS3
CYRE3-UGPA3,CYRE3,UGPA3
CYRE3-USIM5,CYRE3,USIM5
CYRE3-VALE3,CYRE3,VALE3
CYRE3-VAMO3,CYRE3,VAMO3
CYRE3-VIVA3,CYRE3,VIVA3
CYRE3-VIVT3,CYRE3,VIVT3
CYRE3-WEGE3,CYRE3,WEGE3
CYRE3-YDUQ3,CYRE3,YDUQ3
DIRR3-EGIE3,DIRR3,EGIE3
DIRR3-ELET3,DIRR3,ELET3
DIRR3-ELET6,DIRR3,ELET6
DIRR3-EMBR3,DIRR3,EMBR3
DIRR3-ENEV3,DIRR3,ENEV3
DIRR3-ENGI11,DIRR3,ENGI11
DIRR3-EQTL3,DIRR3,EQTL3
DIRR3-FLRY3,DIRR3,FLRY3
DIRR3-GGBR4,DIRR3,GGBR4
DIRR3-GOAU4,DIRR3,GOAU4
DIRR3-HYPE3,DIRR3,HYPE3
DIRR3-IGTI11,DIRR3,IGTI11
DIRR3-ISAE4,DIRR3,ISAE4
DIRR3-ITSA4,DIRR3,ITSA4
DIRR3-ITUB4,DIRR3,ITUB4
DIRR3-KLBN11,DIRR3,KLBN11
DIRR3-LREN3,DIRR3,LREN3
DIRR3-MOTV3,DIRR3,MOTV3
DIRR3-MRFG3,DIRR3,MRFG3
DIRR3-MRVE3,DIRR3,MRVE3
DIRR3-MULT3,DIRR3,MULT3
DIRR3-NATU3,DIRR3,NATU3
DIRR3-PETR3,DIRR3,PETR3
DIRR3-PETR4,DIRR3,PETR4
DIRR3-PETZ3,DIRR3,PETZ3
DIRR3-POMO4,DIRR3,POMO4
DIRR3-PRIO3,DIRR3,PRIO3
DIRR3-PSSA3,DIRR3,PSSA3
DIRR3-RADL3,DIRR3,RADL3
DIRR3-RAIL3,DIRR3,RAIL3
DIRR3-RAIZ4,DIRR3,RAIZ4
DIRR3-RDOR3,DIRR3,RDOR3
DIRR3-RECV3,DIRR3,RECV3
DIRR3-RENT3,DIRR3,RENT3
DIRR3-SANB11,DIRR3,SANB11
DIRR3-SBSP3,DIRR3,SBSP3
DIRR3-SLCE3,DIRR3,SLCE3
DIRR3-SMFT3,DIRR3,SMFT3
DIRR3-SMTO3,DIRR3,SMTO3
DIRR3-STBP3,DIRR3,STBP3
DIRR3-TAEE11,DIRR3,TAEE11
DIRR3-TIMS3,DIRR3,TIMS3
DIRR3-TOTS3,DIRR3,TOTS3
DIRR3-UGPA3,DIRR3,UGPA3
DIRR3-USIM5,DIRR3,USIM5
DIRR3-VALE3,DIRR3,VALE3
DIRR3-VAMO3,DIRR3,VAMO3
DIRR3-VIVA3,DIRR3,VIVA3
DIRR3-VIVT3,DIRR3,VIVT3
DIRR3-WEGE3,DIRR3,WEGE3
DIRR3-YDUQ3,DIRR3,YDUQ3
EGIE3-ELET3,EGIE3,ELET3
EGIE3-ELET6,EGIE3,ELET6
EGIE3-EMBR3,EGIE3,EMBR3
EGIE3-ENEV3,EGIE3,ENEV3
EGIE3-ENGI11,EGIE3,ENGI11
EGIE3-EQTL3,EGIE3,EQTL3
EGIE3-FLRY3,EGIE3,FLRY3
EGIE3-GGBR4,EGIE3,GGBR4
EGIE3-GOAU4,EGIE3,GOAU4
EGIE3-HYPE3,EGIE3,HYPE3
EGIE3-IGTI11,EGIE3,IGTI11
EGIE3-ISAE4,EGIE3,ISAE4
EGIE3-ITSA4,EGIE3,ITSA4
EGIE3-ITUB4,EGIE3,ITUB4
EGIE3-KLBN11,EGIE3,KLBN11
EGIE3-LREN3,EGIE3,LREN3
EGIE3-MOTV3,EGIE3,MOTV3
EGIE3-MRFG3,EGIE3,MRFG3
EGIE3-MRVE3,EGIE3,MRVE3
EGIE3-MULT3,EGIE3,MULT3
EGIE3-NATU3,EGIE3,NATU3
EGIE3-PETR3,EGIE3,PETR3
EGIE3-PETR4,EGIE3,PETR4
EGIE3-PETZ3,EGIE3,PETZ3
EGIE3-POMO4,EGIE3,POMO4
EGIE3-PRIO3,EGIE3,PRIO3
EGIE3-PSSA3,EGIE3,PSSA3
EGIE3-RADL3,EGIE3,RADL3
EGIE3-RAIL3,EGIE3,RAIL3
EGIE3-RAIZ4,EGIE3,RAIZ4
EGIE3-RDOR3,EGIE3,RDOR3
EGIE3-RECV3,EGIE3,RECV3
EGIE3-RENT3,EGIE3,RENT3
EGIE3-SANB11,EGIE3,SANB11
EGIE3-SBSP3,EGIE3,SBSP3
EGIE3-SLCE3,EGIE3,SLCE3
EGIE3-SMFT3,EGIE3,SMFT3
EGIE3-SMTO3,EGIE3,SMTO3
EGIE3-STBP3,EGIE3,STBP3
EGIE3-TAEE11,EGIE3,TAEE11
EGIE3-TIMS3,EGIE3,TIMS3
EGIE3-TOTS3,EGIE3,TOTS3
EGIE3-UGPA3,EGIE3,UGPA3
EGIE3-USIM5,EGIE3,USIM5
EGIE3-VALE3,EGIE3,VALE3
EGIE3-VAMO3,EGIE3,VAMO3
EGIE3-VIVA3,EGIE3,VIVA3
EGIE3-VIVT3,EGIE3,VIVT3
EGIE3-WEGE3,EGIE3,WEGE3
EGIE3-YDUQ3,EGIE3,YDUQ3
ELET3-ELET6,ELET3,ELET6
ELET3-EMBR3,ELET3,EMBR3
ELET3-ENEV3,ELET3,ENEV3
ELET3-ENGI11,ELET3,ENGI11
ELET3-EQTL3,ELET3,EQTL3
ELET3-FLRY3,ELET3,FLRY3
ELET3-GGBR4,ELET3,GGBR4
ELET3-GOAU4,ELET3,GOAU4
ELET3-HYPE3,ELET3,HYPE3
ELET3-IGTI11,ELET3,IGTI11
ELET3-ISAE4,ELET3,ISAE4
ELET3-ITSA4,ELET3,ITSA4
ELET3-ITUB4,ELET3,ITUB4
